Brand,Model,Selling_Price,Original_MRP,Discount_Percentage,Customer_Rating,Availability,Specifications,Image_Source
ASUS,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,54598,75990,28,4.2,Available,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Window...",77500,116990,33,4.7,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...,89999,116990,23,4.3,Available,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS TUF Gaming F15 Intel Core i5 12th Gen i5-12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,82369,98900,16,4.3,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 year,No Image Link
ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,43990,50990,13,4.2,Available,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1342...",64376,90990,29,4.4,Available,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",65990,86990,24,4.2,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,52990,56990,7,4.1,Available,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,50990,85990,40,4.3,Available,Intel Core i5 Processor (11th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 43.94 cm (17.3 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,91519,116990,21,0,Available,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS ProArt PX13 (2026) for Creator with Touch Screen, MSO 2024 + M365 Basic,AI PC AMD Ryzen AI Max+ 3...",334990,401990,16,0,Available,"AMD Ryzen AI Max+ Processor | 128 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 33.78 cm (13.3 inch) Touchscreen Display | MSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, 1-Year GoPro Premium+ Subscription* | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home...,72990,86990,16,4.4,Available,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",62990,78990,20,4.2,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite warranty,No Image Link
ASUS,ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,70990,83999,15,4.2,Available,"AMD Ryzen 7 Octa Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1-month trial for new Microsoft 365 customers. Credit card required., McAfee 1 year, Xbox Game Pass for 3 months | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ133WS | ...,46990,50990,7,4.2,Available,AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1404ZA-NK321WS Thin...,41799,49999,16,0,Available,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | No | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...",51748,69990,26,4.3,Available,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 15 (2025)(i5 14th Gen)with MSO 2024 + M365 Basic, Backlit Keyboard, Intel Core 5 120U - ...",59890,73990,19,4.3,Available,"Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS TUF Gaming F15 Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,96127,137990,30,4.4,Available,Intel Core i7 Processor (12th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,118938,149999,20,4.4,Available,AMD Ryzen 7 Octa Core Processor | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS ROG Ally AMD Ryzen Z1 HexaCore Zen4 - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH019W Handheld Ga...,75990,75990,0,4.5,Available,AMD Ryzen Z1 HexaCore Processor | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 17.78 cm (7 Inch) Touchscreen Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 ...",68801,88990,22,4.3,Available,Intel Core i7 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows ...",84999,118990,28,4.1,Available,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 16X For Creator, Intel H Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Window...",71938,90790,20,4.2,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...",118499,149990,20,4.4,Available,"Intel Core 7 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (16 GB/512 GB SSD/Wind...,53990,54990,1,4.3,Available,Intel Core i3 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook 15 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-NJ542WS...,65990,79990,17,4,Available,Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite warranty,No Image Link
ASUS,"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Window...",62990,74990,16,4.4,Available,AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,173990,173990,0,0,Available,"AMD Ryzen 9 16 Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), , McAfee 1 year, Xbox Game Pass for 3 months | 1 Year Onsite Warranty",No Image Link
ASUS,"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Window...",92990,116999,20,4.1,Available,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB...,64990,73990,12,4.4,Available,"Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Vivobook 16 (2025) with MSO 2024 + M365 Basic* AMD Ryzen 5 Hexa Core 150 - (16 GB/512 GB SSD/Wind...,69990,116990,40,0,Available,"AMD Ryzen 5 Hexa Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,"ASUS Vivobook 16X For Creator, Intel H Series Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Window...",75990,89900,15,4.3,Available,Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 H...",52999,70999,25,4.3,Available,Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS ROG Zephyrus G16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,174990,221990,21,4.1,Available,Intel Core Ultra 7 Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook 16 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS T...,65900,69990,5,0,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Vivobook S15 OLED Powered, Intel EVO H Series, AI PC, Full Metal Body, Intel Core Ultra 9 185H - ...",119990,152990,21,3.9,Available,Intel Core Ultra 9 Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2021 | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC((i5 14th gen) Intel Core 5 210...",93173,107990,13,4.3,Available,"Intel Core 5 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite warranty",No Image Link
ASUS,ASUS Vivobook 16X (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,68990,85000,18,4.3,Available,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Wi...,275990,275990,0,4.8,Available,"Intel Core Ultra 9 Processor | 32 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), , McAfee 1 year, Xbox Game Pass for 3 months | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Expertbook > Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/DOS) B1403CVA-S60002 Thin and Light ...,47834,55990,14,0,Available,Intel Core i3 Processor (13th Gen) | 8 GB DDR5 RAM | DOS Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | 1 Year,No Image Link
ASUS,ASUS VIvobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ523WS Thin...,53653,74990,28,0,Available,Intel Core i5 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year warranty,No Image Link
ASUS,ASUS Vivobook 14 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EK322WS Thin...,49990,55990,10,4.3,Available,Intel Core i3 Processor (11th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home & Student 2021 | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook (i5 14th Gen) Intel Core 5 1st Gen - (16 GB/512 GB SSD/Windows 11 Home) X1404VAP-EB541WS...,58890,73990,20,0,Available,Intel Core 5 Processor (1st Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 YEAR INTERNATIONAL,No Image Link
ASUS,ASUS TUF Gaming F15 with 90WHr Battery Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Ho...,81501,89900,9,4.4,Available,Intel Core i5 Processor (11th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS TUF Gaming F16 (2025) for Creator with MSO 2024+M365 Basic*,AI PC,(i5 14th Gen) Intel Core 5 210H...",106072,108990,2,4.3,Available,"Intel Core 5 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, Xbox Game Pass for 3 months | 1 Year Onsite Warranty",No Image Link
ASUS,"ASUS Gaming V16 (2025) with Office 2024 + M365 Basic*, AI PC, (i7 14th gen) Intel Core 7 14th Gen 240H...",104853,149999,30,0,Available,Intel Core 7 Processor (14th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | MS Office Provided | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...,80999,116999,30,4.3,Available,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home and Student 2021 | 1 Year Onsite Warranty,No Image Link
ASUS,"ASUS Zenbook 14 OLED (2025) with Touch Screen, Backlit Keyboard, Full Metal Body, Intel Core Ultra 5 2...",125990,135990,7,4.8,Available,"Intel Core Ultra 5 Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Touchscreen Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite warranty",No Image Link
ASUS,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...,48990,49990,2,0,Available,Intel Core i3 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS VivoBook Ultra AMD Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB5...,53999,73990,27,4.5,Available,"AMD Ryzen 5 Hexa Core Processor | 8 GB DDR4 RAM | 64 bit Windows 10 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | MyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,71748,80062,10,4.4,Available,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS VivoBook 14 Intel Core i5 8th Gen 8265U - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK296T Thin an...,54190,58990,8,4.5,Available,"Intel Core i5 Processor (8th Gen) | 8 GB DDR4 RAM | 64 bit Windows 10 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Tru2Life, Splendid, My Asus | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Intel Core i3 10th Gen 10110U - (4 GB/1 TB HDD/Windows 10 Home) X409FA-BV301T Thin and Light Lapt...,37999,42990,11,3.5,Available,"Intel Core i3 Processor (10th Gen) | 4 GB DDR4 RAM | 64 bit Windows 10 Operating System | 1 TB HDD | 35.56 cm (14 Inch) Display | Splendid, Tru2Life, MyASUS | 1 Year Onsite Warranty",No Image Link
ASUS,"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC, Full Metal Body, Intel Core Ultra 9...",149990,170990,12,4.6,Available,"Intel Core Ultra 9 Processor | 32 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Touchscreen Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite warranty",No Image Link
ASUS,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SS...",61990,85000,27,4,Available,"AMD Ryzen 7 Octa Core Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1342...",81990,84990,3,4.4,Available,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS...,399990,401990,0,0,Available,"Intel Core Ultra 9 Processor | 32 GB DDR5 RAM | Windows 11 Home Operating System | 2 TB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity) + Microsoft 365 Basic*(1 Year Validity), McAfee 1 Year | 1 Year Onsite Warranty",No Image Link
ASUS,"ASUS ROG Flow Z13 (2026) for Creator, MSO 2024 + M365 Basic, AI PC NPU upto 50TOPS AMD Ryzen AI Max+ 3...",379990,419990,9,0,Available,"AMD Ryzen AI Max+ Processor | 128 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 34.04 cm (13.4 inch) Touchscreen Display | MSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year, Xbox Game Pass for 2 months* | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (16 GB/512 GB SSD/Windows 11 H...,63500,78990,19,4.3,Available,Intel Core i5 Processor (11th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,No Image Link
ASUS,ASUS Vivobook Go 14 (2026) with Office 2024 + M365 Basic AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/W...,46990,59990,21,0,Available,"AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | MSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB S...,47990,48909,1,4.3,Available,"AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS ExpertBook B15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1502CBA-NJ1090WS...,45560,45990,0,4.3,Available,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
ASUS,ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK541WS T...,55500,70999,21,3.3,Available,"AMD Ryzen 5 Quad Core Processor | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Window 11, MS Office Home and Student 2021, 1 Year McAfee | 1 Year Warranty",No Image Link
ASUS,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,81500,89990,9,4.1,Available,"AMD Ryzen 7 Octa Core Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Windows 11 Home, MS Office Home and Student 2024, 1 Year McAfee | 1 Year Manufacturing",No Image Link
ASUS,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Wi...,329990,383990,14,4.8,Available,"Intel Core Ultra 9 Processor | 32 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity) + Microsoft 365 Basic*(1 Year Validity), McAfee 1 Year | 1 Year Onsite Warranty",No Image Link
ASUS,ASUS Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ541WS Laptop,55990,70000,20,3.9,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1-year warranty,No Image Link
